image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9,latency0,latency1,latency2,latency3,latency4,latency5,latency6,latency7,latency8,latency9
161,6,6,1.2343e-10,0.29984,0.16209,0.24194,0.14297,0.32095,0.37147,0.61288,0.056904,0.34557,0.18535,1.839199999999995e-10,1.839199999999995e-10,1.839199999999995e-10,3.4509999999999956e-10,2.785699999999998e-10,1.839199999999995e-10,1.839199999999995e-10,1.839199999999995e-10,2.785699999999998e-10,1.839199999999995e-10
162,5,5,1.301e-10,0.23813,0.092312,0.12843,0.35921,0.22543,0.64008,0.25542,0.15202,0.45265,0.24677,2.3461999999999975e-10,1.9667999999999895e-10,1.9667999999999895e-10,1.9667999999999895e-10,1.9667999999999895e-10,1.9667999999999895e-10,1.9667999999999895e-10,2.782699999999993e-10,1.9667999999999895e-10,1.9667999999999895e-10
163,4,4,1.2861e-10,0.22844,0.15438,0.24333,0.16099,0.64794,0.15876,0.18243,0.28707,0.24297,0.37362,5.0399999999998916e-11,2.784999999999998e-10,2.784999999999998e-10,2.2849999999999937e-10,2.2849999999999937e-10,2.2849999999999937e-10,2.2849999999999937e-10,2.784999999999998e-10,2.2849999999999937e-10,2.2849999999999937e-10
164,6,6,1.2476e-10,0.28084,0.24766,0.27923,0.16651,0.37786,0.17085,0.52924,0.21462,0.28642,0.18546,2.2619999999999907e-10,3.2649999999999965e-10,3.2649999999999965e-10,2.2619999999999907e-10,2.2619999999999907e-10,3.2649999999999965e-10,2.2619999999999907e-10,2.2619999999999907e-10,2.2619999999999907e-10,2.2619999999999907e-10
165,5,5,1.2705e-10,0.25538,0.093761,0.20419,0.35018,0.18727,0.57574,0.29246,0.15509,0.45506,0.25632,1.8599999999999915e-10,1.8599999999999915e-10,2.6099999999999817e-10,2.6099999999999817e-10,1.8599999999999915e-10,2.6099999999999817e-10,2.6099999999999817e-10,1.5729999999999903e-10,1.8599999999999915e-10,2.6099999999999817e-10
166,4,4,1.263e-10,0.19051,0.25883,0.19558,0.090992,0.60368,0.1933,0.3084,0.30733,0.22482,0.24708,2.5239999999999967e-10,2.5239999999999967e-10,2.1190000000000006e-10,2.5239999999999967e-10,2.5239999999999967e-10,2.5239999999999967e-10,1.4250000000000276e-10,2.5239999999999967e-10,2.5239999999999967e-10,1.4250000000000276e-10
167,5,5,1.2593e-10,0.33493,0.15131,0.13896,0.35548,0.32002,0.55191,0.26428,0.2328,0.25933,0.17769,1.8049999999999953e-10,1.8049999999999953e-10,1.8049999999999953e-10,1.8049999999999953e-10,1.8049999999999953e-10,1.8049999999999953e-10,2.720999999999995e-10,1.8049999999999953e-10,1.8049999999999953e-10,1.8049999999999953e-10
168,1,1,1.2775e-10,0.27476,0.62924,0.27352,0.30963,0.15767,0.18775,0.29233,0.1412,0.35158,0.18413,1.722999999999995e-10,1.722999999999995e-10,1.722999999999995e-10,2.3529999999999814e-10,1.722999999999995e-10,1.722999999999995e-10,2.791999999999963e-10,1.722999999999995e-10,1.722999999999995e-10,2.791999999999963e-10
169,4,4,1.3007e-10,0.19605,0.20304,0.22128,0.22213,0.58885,0.14714,0.19215,0.26662,0.29294,0.3305,1.8470000000000165e-10,2.708999999999975e-10,1.8470000000000165e-10,2.708999999999975e-10,2.708999999999975e-10,1.8470000000000165e-10,2.708999999999975e-10,2.708999999999975e-10,2.708999999999975e-10,2.708999999999975e-10
170,4,4,1.2918e-10,0.20299,0.212,0.2623,0.30074,0.61559,0.16379,0.20445,0.20992,0.21529,0.3568,1.42934e-10,2.25883e-10,1.42934e-10,1.42934e-10,2.25883e-10,2.25883e-10,2.25883e-10,2.25883e-10,2.25883e-10,1.42934e-10
171,7,7,1.2784e-10,0.35441,0.21569,0.37019,0.27613,0.14314,0.12822,0.087529,0.44057,0.42814,0.34913,2.7393999999999957e-10,2.7393999999999957e-10,2.7393999999999957e-10,2.7393999999999957e-10,2.7393999999999957e-10,1.960199999999995e-10,1.960199999999995e-10,2.7393999999999957e-10,1.960199999999995e-10,2.7393999999999957e-10
172,2,2,1.2741e-10,0.3511,0.30772,0.56261,0.42781,0.10555,0.11299,0.21913,0.15752,0.40404,0.19807,1.668799999999989e-10,2.3008999999999998e-10,1.9299999999999882e-10,1.9299999999999882e-10,1.3866999999999948e-10,1.9299999999999882e-10,2.3008999999999998e-10,2.3008999999999998e-10,3.238999999999997e-10,1.9299999999999882e-10
173,3,3,1.2867e-10,0.37054,0.20565,0.25411,0.65735,0.14255,0.30733,0.17062,0.24119,0.32981,0.15854,1.904999999999993e-10,1.904999999999993e-10,2.3610000000000004e-10,1.904999999999993e-10,2.3610000000000004e-10,2.3610000000000004e-10,1.904999999999993e-10,2.3610000000000004e-10,2.3610000000000004e-10,2.3610000000000004e-10
174,2,2,1.2551e-10,0.33081,0.30151,0.57671,0.39032,0.16657,0.053555,0.20261,0.25811,0.37006,0.21951,2.5689999999999815e-10,2.5689999999999815e-10,2.5689999999999815e-10,2.5689999999999815e-10,3.1509999999999863e-10,2.1499999999999895e-10,2.5689999999999815e-10,3.1509999999999863e-10,1.4969999999999836e-10,2.5689999999999815e-10
175,7,7,1.2874e-10,0.32494,0.3991,0.30519,0.36515,0.12098,0.065344,0.091546,0.41805,0.35676,0.34677,2.404999999999981e-10,1.6029999999999913e-10,2.404999999999981e-10,2.404999999999981e-10,1.6029999999999913e-10,3.010999999999993e-10,2.404999999999981e-10,2.404999999999981e-10,3.010999999999993e-10,2.404999999999981e-10
176,1,1,1.2654e-10,0.31142,0.67339,0.2517,0.25669,0.18522,0.18898,0.23774,0.20661,0.28853,0.23832,1.3589999999999991e-10,2.0150000000000018e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.0150000000000018e-10,2.430999999999997e-10,2.430999999999997e-10
177,8,8,1.2882e-10,0.28815,0.19836,0.25393,0.31371,0.27139,0.14269,0.23684,0.089145,0.54778,0.28437,3.084999999999991e-10,1.6839999999999706e-10,5.3899999999999576e-11,1.6839999999999706e-10,1.6839999999999706e-10,1.6839999999999706e-10,5.3899999999999576e-11,1.6839999999999706e-10,1.6839999999999706e-10,1.6839999999999706e-10
178,1,1,1.2847e-10,0.23284,0.6513,0.29757,0.25013,0.20717,0.17909,0.31384,0.18127,0.29846,0.19171,2.0459999999999907e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10,2.4639999999999617e-10
179,8,8,1.2949e-10,0.23374,0.26906,0.3618,0.31013,0.18384,0.18056,0.23192,0.14788,0.58354,0.27756,3.3670000000000195e-10,2.2319999999999898e-10,1.806999999999971e-10,2.2319999999999898e-10,1.806999999999971e-10,2.723000000000004e-10,1.806999999999971e-10,2.2319999999999898e-10,1.806999999999971e-10,2.2319999999999898e-10
180,1,1,1.2762e-10,0.19038,0.63171,0.23405,0.26149,0.25858,0.20558,0.23486,0.15513,0.33139,0.31794,2.05146e-10,2.05146e-10,1.66966e-10,1.66966e-10,2.05146e-10,2.05146e-10,3.2485e-10,2.05146e-10,2.05146e-10,2.55387e-10
181,8,8,1.2756e-10,0.28304,0.19748,0.34557,0.24206,0.12923,0.18926,0.25597,0.17511,0.62015,0.26244,1.954399999999999e-10,1.954399999999999e-10,1.954399999999999e-10,3.059099999999998e-10,1.5965999999999943e-10,1.954399999999999e-10,1.5965999999999943e-10,3.059099999999998e-10,1.5965999999999943e-10,1.954399999999999e-10
182,5,5,1.2889999999999996e-10,0.24054,0.15847,0.13916,0.37386,0.24044,0.56471,0.31295,0.076635,0.39733,0.25342,2.054499999999987e-10,2.054499999999987e-10,2.054499999999987e-10,2.054499999999987e-10,2.517199999999996e-10,2.054499999999987e-10,2.054499999999987e-10,2.054499999999987e-10,2.517199999999996e-10,2.517199999999996e-10
183,0,0,1.2726e-10,0.62091,0.25757,0.28566,0.19775,0.15152,0.23178,0.39289,0.15299,0.24147,0.28572,2.3130000000000022e-10,2.3130000000000022e-10,2.3130000000000022e-10,2.3130000000000022e-10,2.3130000000000022e-10,2.3130000000000022e-10,1.9279999999999958e-10,2.8509999999999936e-10,2.3130000000000022e-10,2.3130000000000022e-10
184,8,3,1.2627e-10,0.34431,0.1665,0.38452,0.5004,0.11023,0.15411,0.13052,0.30112,0.47237,0.18592,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10,1.7609999999999984e-10
185,9,9,1.2634e-10,0.26473,0.16944,0.17537,0.27362,0.40464,0.22949,0.28837,0.22546,0.27598,0.43599,2.4280000000000003e-10,3.838000000000011e-10,2.4280000000000003e-10,2.4280000000000003e-10,2.4280000000000003e-10,2.4280000000000003e-10,2.4280000000000003e-10,2.4280000000000003e-10,2.4280000000000003e-10,2.4280000000000003e-10
186,2,2,1.2413e-10,0.34664,0.2808,0.61323,0.33839,0.15572,0.044629,0.24631,0.23601,0.39865,0.19124,1.6720000000000166e-10,1.9330000000000015e-10,1.9330000000000015e-10,1.6720000000000166e-10,1.9330000000000015e-10,1.6720000000000166e-10,1.9330000000000015e-10,3.197000000000025e-10,1.6720000000000166e-10,1.9330000000000015e-10
187,5,5,1.2938e-10,0.26956,0.07709,0.18469,0.3719,0.23333,0.59155,0.24694,0.14914,0.46937,0.26079,2.694999999999979e-10,2.694999999999979e-10,2.694999999999979e-10,1.3289999999999982e-10,2.694999999999979e-10,2.694999999999979e-10,1.3289999999999982e-10,1.5739999999999782e-10,1.3289999999999982e-10,2.694999999999979e-10
188,0,0,1.2486e-10,0.57744,0.2346,0.27043,0.16882,0.15316,0.29025,0.35668,0.16047,0.34791,0.26289,2.548000000000004e-10,2.548000000000004e-10,1.7459999999999814e-10,2.548000000000004e-10,1.7459999999999814e-10,2.548000000000004e-10,2.548000000000004e-10,2.548000000000004e-10,2.548000000000004e-10,5.7499999999999026e-11
189,1,1,1.3025e-10,0.1666,0.55577,0.21375,0.34956,0.29841,0.21634,0.20655,0.17648,0.24499,0.3211,2.1650000000000065e-10,2.1650000000000065e-10,2.1650000000000065e-10,3.0940000000000143e-10,3.0940000000000143e-10,3.0940000000000143e-10,3.0940000000000143e-10,3.0940000000000143e-10,3.0940000000000143e-10,1.5850000000000106e-10
190,1,1,1.2787e-10,0.26122,0.49927,0.25698,0.27338,0.24229,0.096475,0.28393,0.13202,0.41378,0.28944,2.22789e-10,2.22789e-10,2.71944e-10,2.22789e-10,2.22789e-10,1.54513e-10,1.54513e-10,2.22789e-10,2.22789e-10,1.54513e-10
191,1,1,1.3058e-10,0.19721,0.53247,0.28789,0.34732,0.27182,0.1857,0.17468,0.24087,0.22195,0.32279,1.9406000000000005e-10,1.9406000000000005e-10,1.9406000000000005e-10,1.9406000000000005e-10,1.9406000000000005e-10,3.012799999999996e-10,1.9406000000000005e-10,1.9406000000000005e-10,1.9406000000000005e-10,1.9406000000000005e-10
192,0,0,1.2556e-10,0.57884,0.22476,0.33993,0.17824,0.19425,0.16591,0.36849,0.21469,0.36252,0.20015,2.451999999999991e-10,2.451999999999991e-10,2.10619999999999e-10,2.10619999999999e-10,2.451999999999991e-10,1.4749000000000028e-10,2.451999999999991e-10,1.4749000000000028e-10,2.10619999999999e-10,2.451999999999991e-10
193,9,9,1.2932e-10,0.23604,0.14586,0.21792,0.30805,0.31556,0.25135,0.091238,0.30739,0.36334,0.47358,1.607999999999997e-10,1.607999999999997e-10,2.6509999999999984e-10,2.329999999999995e-10,1.607999999999997e-10,2.6509999999999984e-10,1.607999999999997e-10,1.607999999999997e-10,3.516000000000003e-10,1.607999999999997e-10
194,0,0,1.2693e-10,0.63675,0.26337,0.28925,0.23208,0.11892,0.18988,0.29081,0.23862,0.36268,0.27203,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,3.434000000000003e-10,2.198999999999992e-10
195,3,3,1.2884e-10,0.22956,0.28863,0.32563,0.61677,0.19154,0.15278,0.18276,0.22415,0.29422,0.29498,1.550000000000004e-10,2.8320000000000084e-10,1.550000000000004e-10,1.550000000000004e-10,2.8320000000000084e-10,1.550000000000004e-10,1.550000000000004e-10,1.550000000000004e-10,3.390999999999994e-10,1.550000000000004e-10
196,1,1,1.2616e-10,0.26543,0.67662,0.25573,0.25869,0.24691,0.16963,0.3075,0.13608,0.33249,0.23133,2.546000000000028e-10,2.546000000000028e-10,2.546000000000028e-10,2.546000000000028e-10,2.546000000000028e-10,2.546000000000028e-10,2.546000000000028e-10,2.546000000000028e-10,1.7780000000000243e-10,1.7780000000000243e-10
197,6,6,1.2505e-10,0.29851,0.14765,0.25418,0.16094,0.28645,0.35003,0.5958,0.099823,0.41292,0.1711,1.5979999999999856e-10,1.5979999999999856e-10,1.5979999999999856e-10,3.0049999999999994e-10,3.0049999999999994e-10,1.5979999999999856e-10,1.5979999999999856e-10,1.5979999999999856e-10,1.5979999999999856e-10,1.5979999999999856e-10
198,4,4,1.2955e-10,0.19972,0.1991,0.23108,0.23799,0.63821,0.13355,0.21842,0.24197,0.21596,0.32494,2.57899999999996e-10,2.57899999999996e-10,1.5389999999999716e-10,1.5389999999999716e-10,2.57899999999996e-10,2.57899999999996e-10,2.57899999999996e-10,2.57899999999996e-10,2.57899999999996e-10,2.57899999999996e-10
199,2,2,1.2729e-10,0.29342,0.26091,0.59703,0.37691,0.12057,0.053341,0.21772,0.28287,0.44525,0.1947,2.1320000000000088e-10,2.1320000000000088e-10,2.1320000000000088e-10,1.881000000000002e-10,2.1320000000000088e-10,1.3969999999999694e-10,3.0469999999999875e-10,2.1320000000000088e-10,2.1320000000000088e-10,2.1320000000000088e-10
200,3,3,1.2653e-10,0.35358,0.147,0.31837,0.60815,0.20495,0.17472,0.17218,0.20779,0.45376,0.17324,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10,1.9824e-10
201,6,6,1.2582e-10,0.35403,0.2437,0.27552,0.171,0.24372,0.33202,0.60555,0.10945,0.29116,0.2305,2.9913999999999986e-10,2.9913999999999986e-10,2.9913999999999986e-10,1.9386e-10,2.9913999999999986e-10,1.9386e-10,1.9386e-10,1.9386e-10,2.9913999999999986e-10,2.9913999999999986e-10
202,1,1,1.2667e-10,0.24453,0.58126,0.25906,0.22928,0.26456,0.19159,0.30033,0.14479,0.34449,0.23838,2.61069999999999e-10,2.1302999999999963e-10,1.7884999999999965e-10,2.61069999999999e-10,2.1302999999999963e-10,2.61069999999999e-10,2.61069999999999e-10,2.61069999999999e-10,2.1302999999999963e-10,2.61069999999999e-10
203,1,1,1.2983e-10,0.24776,0.58777,0.17324,0.22825,0.2967,0.29176,0.29621,0.15212,0.26874,0.33549,3.0559999999999944e-10,1.678999999999998e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,3.0559999999999944e-10,2.430999999999997e-10,2.430999999999997e-10
204,1,1,1.2738e-10,0.23519,0.62628,0.20515,0.19851,0.31406,0.19523,0.3495,0.12517,0.31061,0.25621,1.8510000000000012e-10,1.8510000000000012e-10,2.314999999999978e-10,2.314999999999978e-10,2.314999999999978e-10,2.314999999999978e-10,1.8510000000000012e-10,1.8510000000000012e-10,1.8510000000000012e-10,2.314999999999978e-10
205,3,3,1.281e-10,0.29838,0.23375,0.28974,0.72508,0.18694,0.17991,0.15797,0.29173,0.29663,0.2545,1.909999999999982e-10,1.909999999999982e-10,1.909999999999982e-10,1.909999999999982e-10,1.909999999999982e-10,1.2069999999999856e-10,1.909999999999982e-10,1.909999999999982e-10,1.909999999999982e-10,3.505000000000004e-10
206,9,9,1.2758e-10,0.30101,0.13878,0.26661,0.1946,0.24048,0.2398,0.11907,0.221,0.45984,0.5309,2.0040000000000026e-10,2.0040000000000026e-10,2.0040000000000026e-10,2.0040000000000026e-10,2.0040000000000026e-10,2.0040000000000026e-10,1.3999999999999993e-10,2.0040000000000026e-10,2.0040000000000026e-10,2.0040000000000026e-10
207,5,5,1.3098e-10,0.31253,0.080509,0.16205,0.42448,0.17985,0.52864,0.22665,0.25521,0.38312,0.24979,3.4699999999999973e-10,1.5319999999999902e-10,2.288999999999995e-10,2.288999999999995e-10,2.288999999999995e-10,2.288999999999995e-10,2.288999999999995e-10,2.7979999999999897e-10,2.7979999999999897e-10,2.288999999999995e-10
208,2,2,1.2476e-10,0.32193,0.21839,0.6717,0.29954,0.21774,0.058195,0.26036,0.32925,0.36612,0.19404,1.635999999999989e-10,2.5669999999999726e-10,2.1789999999999694e-10,2.5669999999999726e-10,2.5669999999999726e-10,2.1789999999999694e-10,2.1789999999999694e-10,2.5669999999999726e-10,3.5639999999999517e-10,2.1789999999999694e-10
209,9,9,1.2844e-10,0.28816,0.13814,0.15188,0.31482,0.37515,0.30624,0.11497,0.26308,0.30293,0.50999,1.3230000000000046e-10,1.3230000000000046e-10,2.2369999999999955e-10,3.490999999999975e-10,2.2369999999999955e-10,2.2369999999999955e-10,2.2369999999999955e-10,2.2369999999999955e-10,2.2369999999999955e-10,2.2369999999999955e-10
210,4,4,1.3112e-10,0.21813,0.15051,0.25993,0.16571,0.6197,0.10156,0.19063,0.27438,0.28194,0.33056,1.8895e-10,1.8895e-10,1.8895e-10,2.72778e-10,1.8895e-10,1.8895e-10,1.8895e-10,2.72778e-10,2.72778e-10,1.8895e-10
211,5,5,1.2823e-10,0.30522,0.1904,0.11286,0.36674,0.22996,0.52831,0.28349,0.066551,0.41676,0.26776,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10,2.0964000000000012e-10
212,9,9,1.2808e-10,0.27268,0.15386,0.18997,0.35701,0.29729,0.27792,0.09172,0.28194,0.28887,0.56305,2.0060999999999937e-10,2.0060999999999937e-10,2.0060999999999937e-10,2.470499999999999e-10,2.0060999999999937e-10,2.0060999999999937e-10,2.0060999999999937e-10,2.0060999999999937e-10,2.0060999999999937e-10,2.0060999999999937e-10
213,3,3,1.2747e-10,0.32852,0.23358,0.31905,0.67107,0.12243,0.15962,0.080774,0.25991,0.40245,0.31675,2.814999999999999e-10,2.350000000000001e-10,2.814999999999999e-10,1.759999999999994e-10,1.759999999999994e-10,1.759999999999994e-10,1.499999999999997e-10,2.814999999999999e-10,1.759999999999994e-10,2.814999999999999e-10
214,9,9,1.2821e-10,0.27774,0.15431,0.25983,0.29096,0.27995,0.16971,0.10772,0.21628,0.4344,0.50646,2.6729999999999803e-10,2.6729999999999803e-10,2.6729999999999803e-10,2.6729999999999803e-10,2.6729999999999803e-10,2.6729999999999803e-10,2.6729999999999803e-10,2.6729999999999803e-10,1.896999999999974e-10,2.6729999999999803e-10
215,0,0,1.2609e-10,0.57897,0.19108,0.30091,0.28437,0.17913,0.17981,0.30057,0.18808,0.33341,0.28472,2.2669999999999964e-10,3.2239999999999963e-10,2.2669999999999964e-10,3.2239999999999963e-10,2.2669999999999964e-10,3.2239999999999963e-10,2.2669999999999964e-10,2.2669999999999964e-10,2.2669999999999964e-10,2.2669999999999964e-10
216,3,3,1.2784e-10,0.32067,0.24773,0.32047,0.72139,0.14973,0.17694,0.11439,0.20675,0.35133,0.26098,2.057000000000023e-10,2.057000000000023e-10,1.5110000000000127e-10,1.5110000000000127e-10,1.5110000000000127e-10,3.329000000000016e-10,1.5110000000000127e-10,2.777000000000012e-10,1.5110000000000127e-10,1.5110000000000127e-10
217,6,5,1.2449e-10,0.36262,0.18032,0.12483,0.29272,0.26587,0.46307,0.46279,0.070253,0.42705,0.19204,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,1.9899999999999735e-10,3.389999999999973e-10
218,5,5,1.2917e-10,0.25588,0.13502,0.05658,0.28802,0.22796,0.64602,0.23922,0.19237,0.39532,0.27617,2.347999999999976e-10,2.347999999999976e-10,1.954999999999967e-10,2.8999999999999796e-10,2.347999999999976e-10,2.347999999999976e-10,2.347999999999976e-10,2.8999999999999796e-10,2.347999999999976e-10,2.347999999999976e-10
219,5,5,1.25e-10,0.39279,0.12847,0.099119,0.41506,0.18092,0.58363,0.25091,0.098187,0.39047,0.28561,2.4110000000000075e-10,1.580000000000005e-10,2.4110000000000075e-10,2.4110000000000075e-10,2.4110000000000075e-10,2.4110000000000075e-10,1.9180000000000176e-10,2.4110000000000075e-10,2.4110000000000075e-10,2.4110000000000075e-10
220,7,7,1.3e-10,0.37473,0.20565,0.17446,0.26811,0.18753,0.21194,0.064242,0.60859,0.3305,0.3368,2.01555e-10,2.01555e-10,2.01555e-10,1.65649e-10,2.01555e-10,2.01555e-10,2.01555e-10,2.01555e-10,1.65649e-10,2.01555e-10
221,2,2,1.2588e-10,0.45861,0.1086,0.46109,0.42412,0.13675,0.15905,0.21166,0.24512,0.38205,0.21845,1.957899999999998e-10,1.957899999999998e-10,1.957899999999998e-10,1.957899999999998e-10,1.957899999999998e-10,3.1158999999999975e-10,2.6119e-10,1.957899999999998e-10,1.6439999999999997e-10,1.957899999999998e-10
222,2,2,1.2512e-10,0.39146,0.12346,0.51336,0.19872,0.20373,0.09094,0.24123,0.29578,0.42059,0.25453,2.7105999999999886e-10,2.7105999999999886e-10,1.698399999999995e-10,1.698399999999995e-10,2.7105999999999886e-10,1.698399999999995e-10,2.7105999999999886e-10,1.698399999999995e-10,1.698399999999995e-10,2.7105999999999886e-10
223,7,7,1.2812e-10,0.37306,0.27437,0.30882,0.29004,0.13861,0.10465,0.067136,0.60582,0.3013,0.33126,2.879000000000002e-10,2.3350000000000007e-10,2.3350000000000007e-10,2.3350000000000007e-10,1.497e-10,3.562999999999997e-10,2.3350000000000007e-10,2.3350000000000007e-10,2.3350000000000007e-10,2.3350000000000007e-10
224,1,1,1.262e-10,0.21136,0.54709,0.26198,0.21562,0.291,0.19709,0.31707,0.19798,0.32382,0.25466,2.3969999999999784e-10,2.3969999999999784e-10,2.894999999999974e-10,2.894999999999974e-10,2.894999999999974e-10,2.894999999999974e-10,2.894999999999974e-10,2.894999999999974e-10,1.752999999999996e-10,2.3969999999999784e-10
225,2,2,1.2754e-10,0.28935,0.30691,0.59818,0.31336,0.10398,0.063783,0.20005,0.26509,0.44474,0.22946,2.0949999999999933e-10,2.5269999999999934e-10,2.0949999999999933e-10,2.0949999999999933e-10,2.0949999999999933e-10,2.0949999999999933e-10,2.0949999999999933e-10,2.0949999999999933e-10,2.0949999999999933e-10,2.5269999999999934e-10
226,8,8,1.2722e-10,0.20588,0.24388,0.26188,0.28215,0.17148,0.22682,0.16398,0.24698,0.63963,0.25605,2.1380000000000023e-10,2.1380000000000023e-10,2.1380000000000023e-10,2.1380000000000023e-10,2.624000000000011e-10,2.1380000000000023e-10,2.1380000000000023e-10,3.183000000000029e-10,2.1380000000000023e-10,2.1380000000000023e-10
227,4,4,1.2335e-10,0.25679,0.26965,0.2471,0.25114,0.5991,0.14227,0.26027,0.24717,0.24081,0.24749,2.501999999999998e-10,2.1009999999999869e-10,2.501999999999998e-10,2.501999999999998e-10,2.501999999999998e-10,1.7690000000000008e-10,2.501999999999998e-10,3.050999999999972e-10,2.501999999999998e-10,1.502999999999977e-10
228,1,1,1.2629e-10,0.20079,0.619,0.23636,0.20938,0.34799,0.16417,0.30849,0.17526,0.29156,0.28735,1.9499999999999612e-10,1.9499999999999612e-10,1.6109999999999606e-10,2.907999999999949e-10,1.9499999999999612e-10,2.907999999999949e-10,1.9499999999999612e-10,1.9499999999999612e-10,2.907999999999949e-10,1.9499999999999612e-10
229,7,7,1.2715e-10,0.35754,0.30747,0.31231,0.34158,0.14262,0.062454,0.058191,0.59785,0.25998,0.34563,2.580000000000014e-10,2.580000000000014e-10,2.580000000000014e-10,2.580000000000014e-10,2.580000000000014e-10,1.8570000000000278e-10,1.8570000000000278e-10,2.580000000000014e-10,2.580000000000014e-10,2.580000000000014e-10
230,3,3,1.2773e-10,0.29734,0.24418,0.22847,0.58268,0.21091,0.37374,0.21945,0.14222,0.30209,0.25476,2.52577e-10,2.52577e-10,2.04186e-10,2.52577e-10,2.04186e-10,2.04186e-10,2.04186e-10,2.04186e-10,2.52577e-10,2.52577e-10
231,3,3,1.2768e-10,0.27349,0.26978,0.30136,0.65866,0.16689,0.29769,0.17469,0.12053,0.33348,0.2116,2.616999999999996e-10,2.616999999999996e-10,1.6866999999999958e-10,1.6866999999999958e-10,1.6866999999999958e-10,2.616999999999996e-10,1.6866999999999958e-10,1.6866999999999958e-10,1.6866999999999958e-10,1.6866999999999958e-10
232,8,8,1.2688e-10,0.30154,0.14342,0.32524,0.23906,0.1379,0.36325,0.35053,0.11722,0.56731,0.222,2.3068999999999933e-10,1.763299999999987e-10,3.0452999999999915e-10,1.763299999999987e-10,1.1909999999999972e-10,1.763299999999987e-10,1.763299999999987e-10,3.569899999999996e-10,1.763299999999987e-10,1.763299999999987e-10
233,8,8,1.2925e-10,0.24092,0.15995,0.26227,0.26556,0.17734,0.22305,0.088864,0.25904,0.59261,0.36366,1.8770000000000009e-10,3.1479999999999895e-10,3.1479999999999895e-10,1.8770000000000009e-10,3.1479999999999895e-10,1.8770000000000009e-10,1.8770000000000009e-10,3.1479999999999895e-10,1.2960000000000005e-10,1.8770000000000009e-10
234,7,7,1.3008999999999996e-10,0.30488,0.36416,0.34481,0.38747,0.11442,0.067767,0.086082,0.52119,0.32499,0.29367,2.778e-10,2.778e-10,2.778e-10,1.882999999999978e-10,1.882999999999978e-10,1.882999999999978e-10,6.109999999999848e-11,1.882999999999978e-10,2.778e-10,2.778e-10
235,9,9,1.2649e-10,0.40486,0.10815,0.22767,0.19515,0.30452,0.23434,0.19212,0.31527,0.33022,0.48902,2.1199999999999885e-10,2.1199999999999885e-10,2.1199999999999885e-10,2.1199999999999885e-10,2.1199999999999885e-10,2.5590000000000033e-10,2.5590000000000033e-10,2.1199999999999885e-10,3.5980000000000035e-10,2.1199999999999885e-10
236,2,2,1.2656e-10,0.38694,0.32977,0.62257,0.27378,0.12341,0.04697,0.26549,0.30063,0.35483,0.22023,3.0370000000000093e-10,1.7130000000000167e-10,1.7130000000000167e-10,1.7130000000000167e-10,1.7130000000000167e-10,1.7130000000000167e-10,1.7130000000000167e-10,3.0370000000000093e-10,1.7130000000000167e-10,1.7130000000000167e-10
237,2,2,1.2398e-10,0.30725,0.37118,0.63497,0.30622,0.28189,0.044899,0.23019,0.24071,0.27869,0.19577,2.098999999999978e-10,2.098999999999978e-10,1.3260000000000014e-10,1.6559999999999786e-10,2.098999999999978e-10,1.3260000000000014e-10,2.098999999999978e-10,2.098999999999978e-10,2.098999999999978e-10,2.6239999999999777e-10
238,4,4,1.268e-10,0.20551,0.19354,0.20193,0.15397,0.61498,0.17971,0.27101,0.30658,0.25075,0.31841,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10,2.5569999999999613e-10
