image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9,latency0,latency1,latency2,latency3,latency4,latency5,latency6,latency7,latency8,latency9
2779,1,1,1.2978e-10,0.20335,0.63882,0.25599,0.36708,0.25862,0.19323,0.23964,0.22623,0.19422,0.27955,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10,2.1169999999999918e-10
2780,4,6,1.25e-10,0.26839,0.23501,0.31508,0.10919,0.45971,0.26683,0.46712,0.13786,0.30789,0.12808,1.98211e-10,1.98211e-10,1.63346e-10,1.98211e-10,1.98211e-10,1.98211e-10,1.98211e-10,1.98211e-10,1.98211e-10,1.98211e-10
2781,8,8,1.2893e-10,0.2668,0.29031,0.30543,0.35893,0.21809,0.15164,0.23328,0.11624,0.52588,0.28166,2.847899999999998e-10,2.0384e-10,3.4048000000000005e-10,2.0384e-10,2.0384e-10,2.0384e-10,2.0384e-10,1.6460000000000003e-10,2.0384e-10,2.0384e-10
2782,8,8,1.2566e-10,0.34668,0.11968,0.43962,0.3449,0.11815,0.15507,0.18275,0.22079,0.57295,0.20078,2.7311999999999874e-10,2.1968000000000022e-10,2.1968000000000022e-10,2.7311999999999874e-10,2.1968000000000022e-10,2.7311999999999874e-10,2.1968000000000022e-10,2.1968000000000022e-10,1.3544999999999874e-10,2.1968000000000022e-10
2783,9,9,1.2746e-10,0.32845,0.12733,0.19414,0.26584,0.37811,0.25825,0.11516,0.27608,0.27235,0.56098,1.4459999999999886e-10,3.512000000000002e-10,2.366999999999994e-10,2.366999999999994e-10,2.366999999999994e-10,2.366999999999994e-10,1.968999999999996e-10,2.366999999999994e-10,2.366999999999994e-10,2.366999999999994e-10
2784,1,1,1.2742e-10,0.24896,0.67534,0.27516,0.28054,0.2174,0.13648,0.2516,0.20929,0.27408,0.25111,2.8029999999999954e-10,2.8029999999999954e-10,2.8029999999999954e-10,1.5019999999999892e-10,2.8029999999999954e-10,2.0069999999999994e-10,2.8029999999999954e-10,2.3549999999999903e-10,2.8029999999999954e-10,2.8029999999999954e-10
2785,2,2,1.2869e-10,0.33799,0.41195,0.52724,0.29405,0.11973,0.053706,0.19022,0.29866,0.34474,0.21847,2.3089999999999845e-10,2.3089999999999845e-10,2.3089999999999845e-10,1.4219999999999978e-10,2.3089999999999845e-10,1.4219999999999978e-10,2.3089999999999845e-10,2.3089999999999845e-10,2.3089999999999845e-10,2.3089999999999845e-10
2786,1,1,1.2922e-10,0.25617,0.6465,0.24902,0.34021,0.19624,0.20629,0.25604,0.13607,0.29515,0.22365,2.3420000000000153e-10,2.3420000000000153e-10,2.3420000000000153e-10,1.7050000000000143e-10,2.3420000000000153e-10,2.3420000000000153e-10,2.3420000000000153e-10,2.3420000000000153e-10,2.3420000000000153e-10,1.7050000000000143e-10
2787,3,3,1.2716e-10,0.36142,0.21937,0.36209,0.53107,0.14749,0.16637,0.1593,0.1778,0.4281,0.26318,2.1789999999999694e-10,2.1789999999999694e-10,2.1789999999999694e-10,2.1789999999999694e-10,1.7539999999999838e-10,2.1789999999999694e-10,2.1789999999999694e-10,2.1789999999999694e-10,2.1789999999999694e-10,2.1789999999999694e-10
2788,5,5,1.2891e-10,0.30535,0.077018,0.13555,0.37751,0.22492,0.60555,0.23833,0.16356,0.42272,0.29653,2.5860000000000074e-10,1.8119999999999768e-10,1.8119999999999768e-10,2.5860000000000074e-10,2.5860000000000074e-10,1.8119999999999768e-10,2.5860000000000074e-10,1.2410000000000043e-10,2.5860000000000074e-10,1.8119999999999768e-10
2789,1,1,1.2836e-10,0.21516,0.61971,0.2323,0.28509,0.24029,0.15212,0.27412,0.16583,0.34727,0.22837,2.3189999999999958e-10,2.3189999999999958e-10,2.3189999999999958e-10,2.3189999999999958e-10,2.746999999999978e-10,2.3189999999999958e-10,2.3189999999999958e-10,2.746999999999978e-10,2.746999999999978e-10,2.3189999999999958e-10
2790,0,0,1.2588e-10,0.55365,0.20145,0.24868,0.21448,0.1527,0.33413,0.37057,0.16386,0.31625,0.29114,2.00467e-10,2.00467e-10,1.65393e-10,2.50726e-10,2.00467e-10,1.65393e-10,2.00467e-10,2.00467e-10,2.00467e-10,1.39415e-10
2791,9,9,1.2809e-10,0.39965,0.12773,0.24754,0.22255,0.30529,0.21944,0.18916,0.3073,0.24529,0.49243,2.461999999999994e-10,1.6207000000000004e-10,3.0056000000000005e-10,1.6207000000000004e-10,2.461999999999994e-10,1.6207000000000004e-10,2.461999999999994e-10,2.461999999999994e-10,1.6207000000000004e-10,1.6207000000000004e-10
2792,4,4,1.2982e-10,0.21572,0.13646,0.25381,0.1483,0.64303,0.1867,0.23776,0.24342,0.26755,0.35502,1.881000000000002e-10,2.8120000000000023e-10,1.881000000000002e-10,1.881000000000002e-10,1.881000000000002e-10,1.881000000000002e-10,1.881000000000002e-10,1.881000000000002e-10,2.8120000000000023e-10,1.881000000000002e-10
2793,4,4,1.2731e-10,0.2217,0.22034,0.23936,0.21713,0.62162,0.17839,0.26772,0.34151,0.14778,0.30176,3.580999999999994e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.8160000000000035e-10,1.3569999999999902e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10,2.198999999999992e-10
2794,8,8,1.2922e-10,0.20968,0.30121,0.29108,0.35589,0.1648,0.18204,0.17603,0.21816,0.58124,0.24778,1.8859999999999747e-10,2.8600000000000005e-10,1.8859999999999747e-10,1.8859999999999747e-10,1.8859999999999747e-10,2.8600000000000005e-10,1.8859999999999747e-10,1.8859999999999747e-10,1.8859999999999747e-10,1.8859999999999747e-10
2795,3,3,1.2777e-10,0.22227,0.23315,0.31529,0.59462,0.21231,0.185,0.089683,0.30578,0.3652,0.33896,2.9470000000000065e-10,1.9570000000000089e-10,1.3399999999999974e-10,1.9570000000000089e-10,2.9470000000000065e-10,2.9470000000000065e-10,1.9570000000000089e-10,1.9570000000000089e-10,1.9570000000000089e-10,1.9570000000000089e-10
2796,2,1,1.2825999999999998e-10,0.25524,0.43567,0.39327,0.35663,0.12029,0.076976,0.25903,0.18441,0.43284,0.26119,2.157000000000004e-10,2.157000000000004e-10,2.157000000000004e-10,2.157000000000004e-10,2.157000000000004e-10,2.157000000000004e-10,2.157000000000004e-10,2.157000000000004e-10,1.5120000000000006e-10,2.157000000000004e-10
2797,5,5,1.2922e-10,0.2539,0.099459,0.1346,0.34492,0.22064,0.6097,0.23616,0.13848,0.43429,0.28787,5.440000000000014e-11,2.460999999999998e-10,2.460999999999998e-10,2.9339999999999983e-10,2.460999999999998e-10,2.460999999999998e-10,1.5159999999999853e-10,1.5159999999999853e-10,2.9339999999999983e-10,1.5159999999999853e-10
2798,9,9,1.2993e-10,0.32931,0.13941,0.20317,0.28962,0.28636,0.1987,0.10388,0.23159,0.39315,0.55703,2.37199999999995e-10,2.9009999999999675e-10,1.9319999999999805e-10,2.9009999999999675e-10,2.37199999999995e-10,1.9319999999999805e-10,1.9319999999999805e-10,2.9009999999999675e-10,2.9009999999999675e-10,1.9319999999999805e-10
2799,7,7,1.2853999999999998e-10,0.44675,0.23557,0.37815,0.33808,0.070508,0.15949,0.13242,0.49879,0.3394,0.25597,2.2209999999999906e-10,3.110000000000019e-10,2.2209999999999906e-10,1.4449999999999842e-10,2.2209999999999906e-10,2.2209999999999906e-10,3.110000000000019e-10,2.2209999999999906e-10,3.110000000000019e-10,2.2209999999999906e-10
2800,6,6,1.2553e-10,0.37761,0.24179,0.19536,0.31002,0.21058,0.33621,0.49574,0.077571,0.40921,0.14814,1.704e-10,2.51765e-10,2.51765e-10,1.704e-10,2.51765e-10,1.704e-10,2.51765e-10,1.704e-10,2.51765e-10,2.51765e-10
2801,6,6,1.2621e-10,0.41657,0.29125,0.28692,0.15536,0.35267,0.25784,0.55742,0.1644,0.22712,0.15371,2.224399999999999e-10,2.224399999999999e-10,2.224399999999999e-10,2.224399999999999e-10,2.224399999999999e-10,2.224399999999999e-10,1.8247999999999956e-10,2.224399999999999e-10,2.224399999999999e-10,3.4528999999999975e-10
2802,2,2,1.2387e-10,0.34102,0.27437,0.66715,0.28448,0.19899,0.050462,0.23013,0.24488,0.38342,0.23054,2.773099999999993e-10,3.387899999999998e-10,2.773099999999993e-10,1.5452999999999947e-10,1.5452999999999947e-10,1.5452999999999947e-10,2.773099999999993e-10,2.773099999999993e-10,2.773099999999993e-10,2.773099999999993e-10
2803,0,0,1.2709e-10,0.56354,0.23918,0.30558,0.25566,0.21694,0.14138,0.29897,0.16565,0.28476,0.34772,1.867999999999994e-10,1.867999999999994e-10,2.6410000000000036e-10,2.6410000000000036e-10,2.6410000000000036e-10,2.6410000000000036e-10,1.867999999999994e-10,1.867999999999994e-10,2.6410000000000036e-10,2.6410000000000036e-10
2804,0,0,1.2592e-10,0.58325,0.2231,0.25382,0.2192,0.20006,0.1536,0.30159,0.21904,0.33293,0.32541,1.3729999999999952e-10,1.8309999999999785e-10,2.3689999999999863e-10,1.8309999999999785e-10,1.3729999999999952e-10,3.0449999999999786e-10,1.3729999999999952e-10,2.3689999999999863e-10,1.8309999999999785e-10,2.3689999999999863e-10
2805,0,0,1.253e-10,0.62024,0.15818,0.25606,0.18026,0.24015,0.24484,0.3758,0.15214,0.2882,0.30628,1.695000000000003e-10,2.1329999999999967e-10,1.695000000000003e-10,2.1329999999999967e-10,2.1329999999999967e-10,2.1329999999999967e-10,2.1329999999999967e-10,2.1329999999999967e-10,2.1329999999999967e-10,2.1329999999999967e-10
2806,5,5,1.2911e-10,0.26148,0.21517,0.093235,0.26043,0.27282,0.42165,0.23659,0.28268,0.41514,0.2219,2.662000000000014e-10,2.662000000000014e-10,2.662000000000014e-10,2.662000000000014e-10,2.662000000000014e-10,2.662000000000014e-10,2.662000000000014e-10,2.662000000000014e-10,2.2080000000000155e-10,2.662000000000014e-10
2807,8,8,1.2848e-10,0.27197,0.17089,0.28643,0.30372,0.1173,0.32207,0.18653,0.16452,0.67135,0.20026,2.5139999999999853e-10,1.7629999999999742e-10,2.5139999999999853e-10,2.5139999999999853e-10,1.7629999999999742e-10,2.5139999999999853e-10,2.5139999999999853e-10,1.7629999999999742e-10,1.7629999999999742e-10,1.4959999999999957e-10
2808,7,8,1.2817e-10,0.27511,0.31221,0.40402,0.3788,0.099272,0.19709,0.13258,0.24453,0.48107,0.2894,3.3240000000000104e-10,2.648999999999973e-10,1.7299999999999764e-10,2.648999999999973e-10,1.7299999999999764e-10,1.7299999999999764e-10,2.648999999999973e-10,2.648999999999973e-10,2.648999999999973e-10,2.648999999999973e-10
2809,1,1,1.2721e-10,0.19932,0.64218,0.18799,0.19222,0.34157,0.23484,0.35795,0.19453,0.2592,0.21693,2.0299999999999858e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10,2.416000000000013e-10
2810,5,5,1.2777e-10,0.24391,0.089159,0.22846,0.36647,0.23676,0.52329,0.28156,0.1196,0.43119,0.31243,2.38656e-10,1.91994e-10,1.91994e-10,1.91994e-10,1.91994e-10,1.91994e-10,1.91994e-10,1.91994e-10,1.91994e-10,1.91994e-10
2811,2,0,1.2567e-10,0.44662,0.24656,0.39557,0.41819,0.22962,0.080273,0.18036,0.28663,0.28127,0.2306,2.1717999999999986e-10,2.6372e-10,2.1717999999999986e-10,1.5049999999999943e-10,1.8053e-10,2.1717999999999986e-10,2.1717999999999986e-10,2.6372e-10,2.6372e-10,2.6372e-10
2812,3,3,1.2814e-10,0.33822,0.1728,0.35676,0.60269,0.24424,0.18883,0.14036,0.23388,0.34341,0.19083,2.517299999999995e-10,1.9896999999999937e-10,2.517299999999995e-10,1.9896999999999937e-10,2.517299999999995e-10,2.517299999999995e-10,1.9896999999999937e-10,1.9896999999999937e-10,1.9896999999999937e-10,1.9896999999999937e-10
2813,8,8,1.2699e-10,0.27451,0.14964,0.28405,0.25886,0.15118,0.33391,0.24175,0.11975,0.66548,0.24282,1.8739999999999875e-10,1.3499999999999922e-10,2.2629999999999952e-10,2.2629999999999952e-10,1.8739999999999875e-10,1.8739999999999875e-10,2.2629999999999952e-10,1.8739999999999875e-10,1.8739999999999875e-10,1.8739999999999875e-10
2814,5,5,1.2636e-10,0.30041,0.10176,0.12303,0.32057,0.21682,0.5779,0.27543,0.075843,0.44716,0.27576,2.544999999999974e-10,1.7749999999999944e-10,2.544999999999974e-10,1.7749999999999944e-10,2.544999999999974e-10,2.544999999999974e-10,2.544999999999974e-10,1.7749999999999944e-10,2.544999999999974e-10,2.544999999999974e-10
2815,1,1,1.2729e-10,0.18439,0.59391,0.23889,0.28156,0.22132,0.20232,0.2826,0.16605,0.40585,0.22721,2.4399999999999874e-10,2.4399999999999874e-10,2.4399999999999874e-10,2.4399999999999874e-10,2.9619999999999904e-10,2.4399999999999874e-10,1.5660000000000089e-10,2.4399999999999874e-10,2.9619999999999904e-10,2.4399999999999874e-10
2816,8,8,1.2853e-10,0.26412,0.11598,0.23627,0.29917,0.16345,0.3221,0.18418,0.18483,0.65214,0.24222,2.06900000000001e-10,2.06900000000001e-10,4.05600000000002e-10,2.06900000000001e-10,1.5820000000000138e-10,2.06900000000001e-10,2.06900000000001e-10,2.06900000000001e-10,2.06900000000001e-10,2.06900000000001e-10
2817,2,2,1.254e-10,0.35167,0.2174,0.59046,0.19713,0.33357,0.052917,0.29928,0.22953,0.32573,0.21568,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10,1.998999999999997e-10
2818,0,0,1.2495e-10,0.46898,0.18578,0.3343,0.12024,0.26514,0.21553,0.45325,0.10485,0.35952,0.2818,2.3189999999999958e-10,1.9119999999999578e-10,2.3189999999999958e-10,1.9119999999999578e-10,2.854000000000007e-10,2.3189999999999958e-10,2.3189999999999958e-10,2.3189999999999958e-10,1.9119999999999578e-10,2.3189999999999958e-10
2819,4,4,1.2805e-10,0.22651,0.15895,0.2432,0.14756,0.66124,0.19172,0.28653,0.1702,0.24225,0.34261,1.8920000000000013e-10,1.575999999999987e-10,1.8920000000000013e-10,1.8920000000000013e-10,1.8920000000000013e-10,1.8920000000000013e-10,1.8920000000000013e-10,2.98199999999998e-10,1.8920000000000013e-10,1.575999999999987e-10
2820,9,9,1.2564e-10,0.47155,0.15132,0.27468,0.26735,0.18072,0.25285,0.23894,0.23696,0.30812,0.47653,1.80649e-10,1.80649e-10,3.37212e-10,1.80649e-10,1.80649e-10,1.80649e-10,1.50565e-10,2.22296e-10,1.80649e-10,2.22296e-10
2821,9,9,1.2863e-10,0.25352,0.15498,0.22041,0.26593,0.45626,0.31782,0.25357,0.16495,0.28708,0.48137,2.3199000000000015e-10,3.455499999999999e-10,1.9062999999999937e-10,3.455499999999999e-10,2.3199000000000015e-10,1.9062999999999937e-10,2.8379999999999937e-10,1.9062999999999937e-10,2.8379999999999937e-10,3.455499999999999e-10
2822,6,6,1.2397e-10,0.28263,0.21474,0.27605,0.11733,0.31852,0.31897,0.62374,0.11241,0.30698,0.23703,2.6689999999999956e-10,2.6689999999999956e-10,2.243300000000002e-10,2.243300000000002e-10,2.6689999999999956e-10,3.204099999999989e-10,1.874999999999992e-10,2.243300000000002e-10,1.5617999999999935e-10,2.243300000000002e-10
2823,2,2,1.2794e-10,0.36263,0.23838,0.59963,0.31348,0.20466,0.058248,0.27807,0.22875,0.33133,0.19571,2.026999999999989e-10,2.979e-10,2.437999999999995e-10,2.437999999999995e-10,2.437999999999995e-10,2.437999999999995e-10,2.437999999999995e-10,2.437999999999995e-10,2.026999999999989e-10,2.437999999999995e-10
2824,3,3,1.2795e-10,0.28231,0.2406,0.2908,0.70145,0.09986,0.19952,0.11028,0.23662,0.41408,0.27638,1.7679999999999798e-10,3.257999999999982e-10,2.1790000000000025e-10,1.7679999999999798e-10,1.7679999999999798e-10,2.63199999999998e-10,1.7679999999999798e-10,3.257999999999982e-10,1.7679999999999798e-10,2.63199999999998e-10
2825,3,3,1.2692e-10,0.29656,0.18829,0.29177,0.61522,0.2479,0.30169,0.24851,0.097154,0.33963,0.20686,2.4410000000000084e-10,1.9729999999999807e-10,3.128e-10,2.4410000000000084e-10,2.4410000000000084e-10,2.4410000000000084e-10,2.4410000000000084e-10,2.4410000000000084e-10,2.4410000000000084e-10,2.4410000000000084e-10
2826,5,5,1.2824e-10,0.25749,0.17378,0.10684,0.23361,0.27537,0.64433,0.27982,0.12108,0.40838,0.28345,2.9770000000000074e-10,1.5140000000000095e-10,1.8420000000000108e-10,1.8420000000000108e-10,2.546000000000028e-10,1.8420000000000108e-10,1.8420000000000108e-10,2.9770000000000074e-10,1.8420000000000108e-10,1.8420000000000108e-10
2827,6,6,1.255e-10,0.34049,0.26176,0.26123,0.15718,0.20935,0.31698,0.58609,0.15229,0.3256,0.24075,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10,2.0749999999999706e-10
2828,4,4,1.2996e-10,0.16067,0.17176,0.30604,0.20853,0.67973,0.16278,0.2074,0.20754,0.24447,0.34556,1.851999999999956e-10,1.851999999999956e-10,2.6269999999999745e-10,2.6269999999999745e-10,1.851999999999956e-10,1.851999999999956e-10,1.851999999999956e-10,2.6269999999999745e-10,2.6269999999999745e-10,1.851999999999956e-10
2829,8,8,1.2388e-10,0.29999,0.13248,0.31777,0.31982,0.14635,0.2909,0.22981,0.097356,0.61189,0.27422,2.674999999999989e-10,1.4970000000000166e-10,2.674999999999989e-10,1.8740000000000206e-10,2.674999999999989e-10,2.674999999999989e-10,1.4970000000000166e-10,1.4970000000000166e-10,2.674999999999989e-10,2.674999999999989e-10
2830,0,0,1.2594e-10,0.58285,0.18412,0.23819,0.15351,0.18574,0.28849,0.36443,0.15995,0.35408,0.29678,1.68262e-10,1.68262e-10,1.68262e-10,1.68262e-10,1.68262e-10,2.99177e-10,1.68262e-10,1.68262e-10,1.68262e-10,1.20951e-10
2831,9,8,1.2649e-10,0.24972,0.19415,0.25689,0.30226,0.30326,0.097056,0.12876,0.16223,0.45816,0.42705,2.0878999999999965e-10,3.2760999999999945e-10,3.2760999999999945e-10,2.0878999999999965e-10,2.784100000000001e-10,2.0878999999999965e-10,2.0878999999999965e-10,3.2760999999999945e-10,1.624399999999997e-10,1.624399999999997e-10
2832,2,2,1.2458e-10,0.37628,0.28322,0.57484,0.29567,0.092507,0.051234,0.21689,0.3529,0.39678,0.23316,2.0932999999999973e-10,2.0932999999999973e-10,2.0932999999999973e-10,2.905299999999998e-10,2.0932999999999973e-10,1.198800000000002e-10,2.905299999999998e-10,2.0932999999999973e-10,2.905299999999998e-10,2.0932999999999973e-10
2833,8,8,1.2904e-10,0.2822,0.298,0.28198,0.40195,0.12537,0.1588,0.13333,0.30142,0.51813,0.22324,2.2460000000000024e-10,2.7860000000000026e-10,2.2460000000000024e-10,2.2460000000000024e-10,2.7860000000000026e-10,2.2460000000000024e-10,2.2460000000000024e-10,2.2460000000000024e-10,2.2460000000000024e-10,2.2460000000000024e-10
2834,3,3,1.2615e-10,0.28744,0.24311,0.42227,0.60167,0.14753,0.091115,0.12812,0.18674,0.44107,0.22052,3.085999999999979e-10,2.477999999999991e-10,2.0209999999999954e-10,2.0209999999999954e-10,2.477999999999991e-10,1.636999999999977e-10,1.636999999999977e-10,2.0209999999999954e-10,2.477999999999991e-10,2.477999999999991e-10
2835,6,6,1.2466e-10,0.39009,0.29442,0.26355,0.14547,0.28149,0.30154,0.5809,0.12204,0.30269,0.18107,1.6249999999999897e-10,1.6249999999999897e-10,2.2349999999999866e-10,2.2349999999999866e-10,2.2349999999999866e-10,2.2349999999999866e-10,2.2349999999999866e-10,1.6249999999999897e-10,3.2359999999999834e-10,1.6249999999999897e-10
2836,7,7,1.3030999999999996e-10,0.29077,0.17124,0.052803,0.31728,0.38207,0.40388,0.10604,0.46656,0.30014,0.36266,1.7630000000000073e-10,1.7630000000000073e-10,1.7630000000000073e-10,1.7630000000000073e-10,1.7630000000000073e-10,1.7630000000000073e-10,1.7630000000000073e-10,1.7630000000000073e-10,3.097000000000011e-10,1.7630000000000073e-10
2837,5,5,1.278e-10,0.32067,0.15075,0.14281,0.35598,0.16483,0.59815,0.22534,0.1648,0.42148,0.25728,2.912999999999988e-10,1.6419999999999825e-10,2.912999999999988e-10,1.6419999999999825e-10,1.6419999999999825e-10,1.6419999999999825e-10,2.912999999999988e-10,1.6419999999999825e-10,1.6419999999999825e-10,2.912999999999988e-10
2838,7,8,1.2719e-10,0.18621,0.18269,0.28579,0.36733,0.30578,0.25054,0.16607,0.27732,0.38622,0.30217,2.054999999999948e-10,3.0159999999999656e-10,2.054999999999948e-10,3.0159999999999656e-10,3.0159999999999656e-10,2.054999999999948e-10,2.054999999999948e-10,3.0159999999999656e-10,3.0159999999999656e-10,2.054999999999948e-10
2839,2,2,1.2546e-10,0.2852,0.2461,0.50081,0.34061,0.12994,0.085147,0.22477,0.14764,0.49887,0.28723,1.9180000000000176e-10,2.6819999999999707e-10,1.9180000000000176e-10,2.6819999999999707e-10,1.9180000000000176e-10,1.9180000000000176e-10,2.6819999999999707e-10,1.9180000000000176e-10,1.9180000000000176e-10,1.9180000000000176e-10
2840,9,9,1.2834e-10,0.41805,0.11345,0.2261,0.21831,0.38244,0.22586,0.22985,0.2136,0.23268,0.52431,1.98842e-10,1.98842e-10,1.98842e-10,1.98842e-10,1.98842e-10,1.98842e-10,6.11889e-11,1.98842e-10,1.98842e-10,1.98842e-10
2841,4,4,1.2612e-10,0.18661,0.17149,0.29444,0.091533,0.65706,0.2287,0.30118,0.2007,0.28456,0.26777,2.064699999999996e-10,3.3973e-10,2.064699999999996e-10,2.064699999999996e-10,2.064699999999996e-10,3.3973e-10,2.064699999999996e-10,1.747699999999994e-10,2.064699999999996e-10,2.064699999999996e-10
2842,9,9,1.2803e-10,0.33279,0.14824,0.17691,0.24149,0.33823,0.24311,0.15426,0.26899,0.3074,0.56899,2.0111999999999982e-10,1.4164999999999982e-10,2.0111999999999982e-10,2.4287999999999906e-10,2.4287999999999906e-10,2.9462999999999984e-10,2.4287999999999906e-10,2.4287999999999906e-10,2.9462999999999984e-10,2.4287999999999906e-10
2843,1,1,1.2577e-10,0.28374,0.66506,0.30315,0.26309,0.19843,0.12093,0.24127,0.24581,0.28579,0.222,2.6410000000000036e-10,2.6410000000000036e-10,2.6410000000000036e-10,1.3699999999999984e-10,2.2160000000000014e-10,2.2160000000000014e-10,2.6410000000000036e-10,2.2160000000000014e-10,3.2119999999999926e-10,2.2160000000000014e-10
2844,2,2,1.2475e-10,0.32282,0.26321,0.61056,0.37685,0.20065,0.046915,0.20395,0.34078,0.36109,0.17475,2.2109999999999792e-10,2.2109999999999792e-10,2.2109999999999792e-10,2.2109999999999792e-10,2.2109999999999792e-10,1.329999999999986e-10,1.851999999999989e-10,2.2109999999999792e-10,2.688999999999985e-10,2.2109999999999792e-10
2845,8,8,1.2813e-10,0.26425,0.20003,0.34301,0.26685,0.12423,0.20413,0.21468,0.16851,0.65927,0.2388,2.1799999999999904e-10,1.824999999999985e-10,2.1799999999999904e-10,2.1799999999999904e-10,2.1799999999999904e-10,2.1799999999999904e-10,3.2499999999999795e-10,2.1799999999999904e-10,2.1799999999999904e-10,2.1799999999999904e-10
2846,6,6,1.2232e-10,0.44662,0.36771,0.29202,0.1026,0.29522,0.25667,0.49306,0.12839,0.24419,0.22729,1.9139999999999998e-10,2.2790000000000166e-10,2.2790000000000166e-10,2.2790000000000166e-10,2.2790000000000166e-10,2.2790000000000166e-10,2.2790000000000166e-10,1.6190000000000293e-10,2.2790000000000166e-10,1.3730000000000282e-10
2847,0,0,1.273e-10,0.59396,0.28784,0.25503,0.28181,0.1334,0.23806,0.32086,0.19624,0.29028,0.25958,1.8599999999999915e-10,2.302999999999991e-10,2.302999999999991e-10,2.302999999999991e-10,2.302999999999991e-10,1.8599999999999915e-10,2.302999999999991e-10,2.8699999999999787e-10,1.8599999999999915e-10,2.302999999999991e-10
2848,7,7,1.2738e-10,0.28858,0.16679,0.38884,0.40618,0.28524,0.056795,0.12192,0.44572,0.38753,0.23048,1.9879999999999646e-10,1.9879999999999646e-10,1.9879999999999646e-10,1.9879999999999646e-10,2.9769999999999743e-10,1.9879999999999646e-10,1.9879999999999646e-10,1.9879999999999646e-10,1.9879999999999646e-10,2.9769999999999743e-10
2849,0,0,1.2681e-10,0.60944,0.25471,0.24466,0.19332,0.12892,0.32558,0.32627,0.117,0.29562,0.31656,1.8750000000000085e-10,2.3660000000000226e-10,1.8750000000000085e-10,1.8750000000000085e-10,1.8750000000000085e-10,1.8750000000000085e-10,1.8750000000000085e-10,1.8750000000000085e-10,3.434000000000003e-10,1.8750000000000085e-10
2850,9,4,1.2866e-10,0.21212,0.22324,0.26929,0.19704,0.5081,0.17509,0.18973,0.21713,0.29709,0.43477,1.97368e-10,1.97368e-10,2.46216e-10,2.46216e-10,1.97368e-10,1.97368e-10,1.62124e-10,1.97368e-10,1.62124e-10,1.97368e-10
2851,1,1,1.3054e-10,0.28869,0.68578,0.17454,0.24195,0.18524,0.29227,0.30576,0.17801,0.304,0.2027,2.163299999999994e-10,2.163299999999994e-10,2.163299999999994e-10,2.163299999999994e-10,2.163299999999994e-10,2.163299999999994e-10,2.163299999999994e-10,1.8084999999999943e-10,1.5416999999999969e-10,2.163299999999994e-10
2852,1,1,1.2663e-10,0.26175,0.59481,0.21606,0.21179,0.35015,0.17616,0.25604,0.22993,0.25429,0.25155,1.5893999999999904e-10,2.9060999999999885e-10,1.5893999999999904e-10,2.9060999999999885e-10,2.9060999999999885e-10,2.9060999999999885e-10,2.9060999999999885e-10,2.9060999999999885e-10,2.9060999999999885e-10,2.9060999999999885e-10
2853,6,8,1.2842999999999996e-10,0.37838,0.2568,0.26537,0.22451,0.19271,0.34944,0.41304,0.062336,0.42526,0.21999,1.5899999999999997e-10,3.0760000000000005e-10,3.0760000000000005e-10,3.0760000000000005e-10,1.5899999999999997e-10,1.5899999999999997e-10,1.5899999999999997e-10,1.5899999999999997e-10,1.5899999999999997e-10,3.0760000000000005e-10
2854,7,7,1.322e-10,0.29619,0.23267,0.20466,0.35111,0.1266,0.22278,0.051815,0.57938,0.31351,0.3915,2.2390000000000044e-10,2.2390000000000044e-10,2.2390000000000044e-10,2.2390000000000044e-10,1.4249999999999946e-10,3.140999999999975e-10,2.2390000000000044e-10,2.2390000000000044e-10,3.140999999999975e-10,2.2390000000000044e-10
2855,5,5,1.2664e-10,0.34905,0.23238,0.099243,0.32728,0.15558,0.58492,0.24523,0.15874,0.48221,0.1741,2.3689999999999863e-10,5.369999999999869e-11,2.3689999999999863e-10,3.22999999999999e-10,3.22999999999999e-10,2.3689999999999863e-10,2.3689999999999863e-10,2.3689999999999863e-10,1.8549999999999858e-10,2.3689999999999863e-10
2856,9,9,1.3022e-10,0.25565,0.14424,0.19177,0.39975,0.29745,0.25093,0.072753,0.35231,0.32506,0.46234,1.591000000000004e-10,1.591000000000004e-10,2.073000000000028e-10,1.591000000000004e-10,2.073000000000028e-10,2.073000000000028e-10,2.073000000000028e-10,2.073000000000028e-10,2.073000000000028e-10,2.073000000000028e-10
